,title,anime_id,type,source,episodes,status,airing,duration,rating,score,scored_by,rank,popularity,members,favorites,licensor,0,Action,Adventure,Cars,Comedy,Dementia,Demons,Drama,Ecchi,Fantasy,Game,Harem,Hentai,Historical,Horror,Josei,Kids,Magic,Martial Arts,Mecha,Military,Music,Mystery,Parody,Police,Psychological,Romance,Samurai,School,Sci-Fi,Seinen,Shoujo,Shoujo Ai,Shounen,Shounen Ai,Slice of Life,Space,Sports,Super Power,Supernatural,Thriller,Vampire,Yaoi,Yuri,year
4551,Rokushin Gattai GodMars,3399,6,15,64,2,1,24.0,6,6.53,257,5495.0,7839,1246,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1981
4552,Kyomu Senshi Miroku,9691,5,13,6,2,1,25.0,1,6.06,94,7205.0,9876,409,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4553,Maria†Holic,5030,6,13,12,2,1,24.0,6,7.13,56945,3085.0,713,120362,463,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2009
4554,ClassicaLoid,31157,6,14,25,2,1,24.0,6,6.48,3305,5671.0,2791,18247,57,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2016
4555,Saru Getchu: On Air 2nd,8900,6,11,51,2,1,10.0,4,6.49,72,5653.0,10209,342,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2006
4556,Virtua Fighter: Costomize Clip,36937,5,11,1,2,1,34.0,6,6.45,31,12617.0,11461,185,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4557,Mahou Shoujo Lalabel: Umi ga Yobu Natsuyasumi,7807,4,15,1,2,1,15.0,5,5.69,161,8021.0,9624,474,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
4558,"Ai think so,",31908,1,7,1,2,1,4.0,5,5.48,259,8397.0,9847,416,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4559,Doraemon: It&#039;s Winter!,2641,3,15,1,2,1,23.0,4,6.66,249,4924.0,8869,721,1,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4560,Koi to Senkyo to Chocolate: Koi Imouto!,18045,3,12,1,2,1,23.0,6,7.0,11684,3571.0,2677,19933,10,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4561,Hotaru Kagayaku,18747,5,15,1,2,1,25.0,5,6.0,17,10511.0,12919,103,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4562,Yoshida no Time Slip Fumai-kou,37665,2,14,3,1,0,3.0,5,4.9,10,12777.0,13925,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4563,Shin Biofermin S,34790,3,9,1,1,0,15.0,5,4.9,10,12059.0,13764,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4564,Taiho Shichau zo: Second Season,2014,6,13,26,2,1,24.0,6,7.48,2600,1711.0,4443,6301,6,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2001
4565,Ubasuteyama,27573,4,14,1,2,1,18.0,5,5.87,91,7657.0,11163,209,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4566,Pokemon Introductory Recap,11073,4,11,1,2,1,2.0,4,6.69,2946,4810.0,4406,6434,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4567,Robotan,19875,6,15,104,2,1,25.0,5,6.69,36,11896.0,11706,166,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1966
4568,Kero Kero Keroppi no Tomodachitte Ii na,22619,5,15,1,2,1,30.0,5,6.13,24,10845.0,12619,117,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4569,Hello Kitty no Cinderella,9291,4,15,1,2,1,26.0,4,6.48,197,5682.0,9509,505,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4570,Fire Bird,37384,1,15,1,2,1,3.0,5,4.62,26,10089.0,14037,45,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4571,Fantasista Doll,15883,6,14,12,2,1,23.0,6,6.23,7624,6643.0,2591,21191,17,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2013
4572,Koume-chan ga Iku!,6571,6,13,12,2,1,5.0,6,5.97,65,7421.0,9386,538,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1999
4573,RS Keikaku: Rebirth Storage,32950,3,14,1,2,1,23.0,6,5.58,1459,8241.0,4797,5242,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4574,Kero Kero Keroppi no Mitsubachi Daisoudou,22653,5,15,1,2,1,20.0,5,6.44,16,10839.0,12889,104,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4575,Kyoukai no Kanata Movie 1: I&#039;ll Be Here - Kako-hen,25015,4,10,1,2,1,82.0,6,7.81,29873,860.0,1246,65382,146,3,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4576,Kabuki-bu!,33840,6,8,12,2,1,24.0,6,6.65,3313,4970.0,3255,13439,19,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
4577,Abenobashi Mahou☆Shoutengai,306,6,14,13,2,1,24.0,1,7.35,24360,2214.0,1398,57345,264,3,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2002
4578,Yankee-kun na Yamada-kun to Megane-chan to Majo,30641,3,13,1,2,1,7.0,6,7.35,2514,2262.0,3526,11090,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4579,Kaijuu Sakaba Kanpai! Specials,32197,3,14,13,2,1,25.523345765989777,4,4.83,12,10702.0,12830,107,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4580,Nissin Cup Noodles China x Gintama,36553,2,13,3,2,1,3.0,5,7.17,726,2933.0,5980,2980,9,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4581,Nine 3: Kanketsu-hen,9244,3,15,1,2,1,73.0,0,6.1,39,11477.0,11327,192,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
4582,The Monkey King Conquers the Demon,9417,4,15,1,2,1,106.0,0,6.46,39,12421.0,11708,164,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4583,Nanocore SP Lianxi Pian 2015 Xinnian Tebie Ban,34500,1,14,1,2,1,5.0,6,4.28,43,11405.0,12371,130,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4584,Ranma ½: Akumu! Shunmin Kou,5493,5,13,1,2,1,30.0,6,7.64,4046,1258.0,3909,8590,7,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
4585,Keijo!!!!!!!! Specials,34884,3,13,6,2,1,3.0,6,6.59,1188,5255.0,4067,7867,1,3,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4586,Chika Gentou Gekiga: Shoujo Tsubaki,2981,4,13,1,2,1,47.0,1,6.15,5649,6927.0,3366,12448,114,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4587,Choujin Densetsu Urotsukidouji 2,2360,4,15,1,2,1,88.0,3,6.11,1105,0.0,6571,2289,4,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4588,Captain Tsubasa: Saikyou no Teki! Holland Youth,2122,5,15,1,2,1,47.0,5,6.99,1436,3589.0,6021,2923,3,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4589,Bara Bara Film,30480,4,15,1,2,1,4.0,5,4.55,89,9335.0,11359,189,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4590,Ghost in the Shell: Nyuumon Arise,22013,6,15,26,2,1,4.0,6,7.16,1087,2959.0,4592,5822,6,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2014
4591,Kamisama Hajimemashita◎,25681,6,13,12,2,1,23.0,6,8.27,76289,265.0,588,141639,1038,3,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2015
4592,Gan Gan Ganko-chan,34488,6,9,10,2,1,5.0,5,4.56,18,10164.0,11641,169,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
4593,Terra Formars Revenge,31430,6,13,13,2,1,24.0,2,6.87,25006,4055.0,1501,51853,81,3,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,2016
4594,"Kono Naka ni Hitori, Imouto ga Iru!",13367,6,10,12,2,1,24.0,1,6.78,61210,4404.0,694,122133,179,3,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2012
4595,Kotetsu no Daibouken,2527,5,15,2,2,1,30.0,1,5.91,736,7545.0,7151,1743,1,3,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4596,Sexy Sailor Soldiers,3402,5,13,1,2,1,30.0,3,5.57,628,0.0,7320,1607,11,2,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
4597,Azumanga Daioh: Gekijou Tanpen,659,3,6,1,2,1,6.0,5,7.09,18353,3224.0,2061,31401,20,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4598,Youjuu Kyoushitsu,2338,5,13,6,2,1,42.0,3,5.42,320,0.0,8081,1110,1,3,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4599,Venus,31269,4,14,1,2,1,5.0,5,3.96,48,12613.0,11993,149,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4600,Dragon Ball Z Movie 01: Ora no Gohan wo Kaese!!,894,4,13,1,2,1,41.0,6,6.88,45326,3987.0,1154,71222,41,3,0,1,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4601,Last Exile,97,6,14,26,2,1,24.0,6,7.9,53548,699.0,689,122955,1668,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2003
4602,Dorei Ichiba,3385,5,15,3,2,1,30.0,3,6.34,958,0.0,6339,2560,7,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4603,Best Care Group,33940,2,14,3,2,1,3.0,5,5.46,39,9707.0,13080,94,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4604,Cat&#039;s Eye,2043,6,13,73,2,1,25.0,6,7.24,3763,2639.0,3697,9868,42,3,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1983
4605,Bogeul Bogeul Bomulseon,29886,4,15,1,2,1,55.0,6,5.0,10,9722.0,12680,114,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4606,Sousha wa Tada Senaka to Teikin de Kataru Nomi,36841,1,14,1,2,1,2.0,5,5.73,99,7937.0,11118,215,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4607,Hetalia World Series Specials,10497,3,5,4,2,1,5.0,6,7.79,8089,895.0,2873,17233,59,3,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4608,Shinmai Maou no Testament OVA,29027,5,10,1,2,1,25.0,1,7.14,29884,3059.0,1445,54880,60,3,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4609,Duel Masters Charge,4443,6,14,52,2,1,21.0,6,6.32,1761,6303.0,5653,3451,3,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2004
4610,"Tokyo Ghoul: ""Jack""",30458,5,13,1,2,1,30.0,2,7.62,62949,1313.0,772,111741,322,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4611,Fate/kaleid liner Prisma☆Illya: Undoukai de Dance!,18851,5,13,1,2,1,25.0,6,6.81,14701,4266.0,2113,29912,16,3,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4612,Kagerou Daze: In a Day&#039;s,33219,4,7,1,2,1,20.0,6,6.88,376,3996.0,3700,9849,16,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
4613,Ame-iro Cocoa in Hawaii,33245,6,1,12,2,1,2.0,6,4.8,731,9197.0,5446,3774,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2016
4614,Bubblegum Crisis,1347,5,14,8,2,1,41.0,6,7.33,8049,2297.0,2491,22804,278,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
4615,Bokura no Nanokakan Sensou,37828,0,8,12,0,1,25.523345765989777,4,0.0,0,0.0,11185,204,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
4616,Naruto: Shippuuden Movie 3 - Hi no Ishi wo Tsugu Mono,6325,4,13,1,2,1,95.0,6,7.47,62047,1738.0,827,105403,129,3,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4617,Captain the Movie,18759,4,15,1,2,1,98.0,5,6.68,25,9795.0,11777,160,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4618,Koutetsu Tenshi Kurumi 2,555,6,14,12,2,1,15.0,1,6.38,4193,6080.0,3835,9067,8,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2001
4619,Bakusou Kyoudai Let&#039;s & Go!! WGP Bousou Mini Yonku Daitsuiseki,9858,4,13,1,2,1,80.0,5,6.69,175,4783.0,9543,495,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0
4620,Umi Monogatari: Kanon to Iku Amamikoshima,10306,3,11,13,2,1,1.0,6,6.32,239,6329.0,7656,1364,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4621,Tsuki no Miya no Oujo-sama,15139,4,14,1,2,1,11.0,5,5.55,51,8288.0,11363,190,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4622,Nunbori,21019,6,15,26,2,1,28.0,4,6.73,11,11540.0,13035,98,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2009
4623,Shingeki no Kyojin OVA,18397,5,13,3,2,1,23.0,2,7.88,98624,746.0,455,176493,622,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0
4624,"Eikoku Ikka, Nihon wo Taberu",29722,6,3,24,2,1,19.0,5,6.51,151,5549.0,8495,891,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2015
4625,Shinkai Densetsu Meremanoid,15579,6,15,24,2,1,25.0,6,6.11,18,12083.0,10537,288,1,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1997
4626,Sore Ike! Anpanman: Otanjoubi Series,27373,5,15,12,2,1,30.0,4,5.81,16,12221.0,12737,112,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4627,Flamingo Waltz,36374,1,14,1,2,1,2.0,5,3.38,8,10091.0,14270,29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4628,Little Witch Academia (TV),33489,6,14,25,2,1,24.0,4,8.13,95645,402.0,300,235541,3495,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2017
4629,Lemon Home Animation Gekijou,30367,2,14,3,2,1,2.0,5,4.53,230,9353.0,9958,397,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4630,Bishoujo Senshi Sailor Moon: Sailor Stars - Hero Club,13931,5,15,3,2,1,30.0,6,7.38,1657,2098.0,4749,5378,10,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
4631,Ore no Imouto ga Konnani Kawaii Wake ga Nai Specials,10020,2,10,4,2,1,28.0,6,7.57,83849,1435.0,658,127176,176,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4632,Hatsukoi Limited.,5150,6,13,12,2,1,24.0,6,7.4,29779,2019.0,1279,63697,187,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2009
4633,Tokyo Babylon: Vision,24139,1,15,1,2,1,5.0,6,5.46,339,8443.0,8767,770,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
4634,Itazura The Animation,2539,5,12,2,2,1,30.0,3,6.7,2526,0.0,4709,5477,31,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4635,Kimu no Juujika,19941,4,15,1,2,1,80.0,5,6.22,9,10883.0,12852,106,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4636,Kinbaku no Yakata: Ryakudatsu,2894,5,15,2,2,1,30.0,3,5.51,622,0.0,7242,1674,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
4637,Sengoku Basara: Judge End,23201,6,11,12,2,1,24.0,6,6.94,6802,3791.0,2776,18393,36,3,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2014
4638,Macross F Movie 1: Itsuwari no Utahime,5310,4,14,1,2,1,119.0,6,7.9,12097,701.0,2469,23096,54,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
4639,Kamiusagi Rope Specials,30148,3,14,2,2,1,2.0,5,4.79,19,10742.0,12579,119,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
4640,Shin Shirayuki-hime Densetsu Prétear,100,6,13,13,2,1,23.0,6,7.3,20962,2442.0,1686,43473,403,2,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2001
4641,McDull: Fan Bao Qibing,35910,4,9,1,2,1,85.0,5,6.63,8,11204.0,14084,41,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
